order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,custmer_id,_region_mismatch_flag
ORD-04685,CUST-993,PROD-016,,,11/16/2024,11/27/2024,50,$223.38,10133.63,7179.22,,Pending,,,
ORD-00851,CUST-647,PROD-181,LOC-087,REP-004,2024-12-14,15-Dec-2024,42,195.74,6826.78,3404.63,0.1696,Completed,East,,
ORD-01001,CUST-970,PROD-103,LOC-025,REP-033,05-Apr-2023,2023-04-11,46,$277.99,11282.45,7876.03,0.1177,Completed,Central,,
ORD-03684,CUST-915,PROD-049,LOC-085,REP-028,22-May-2024,05/26/2024,29,$76.24,2052.21,1134.79,0.0718,Completed,Central,,
ORD-00019,CUST-063,PROD-104,LOC-094,REP-044,2023-12-29,05-Jan-2024,27,$236.18,4517.37,3023.68,0.2916,Cancelled,North,,
ORD-01638,CUST-518,PROD-128,LOC-092,REP-020,2024-05-21,05/31/2024,35,$248.77,6819.28,5065.43,0.2168,Completed,West,,
ORD-01668,CUST-984,PROD-031,LOC-083,REP-061,2024-01-27,2024-02-07,36,124,4293.16,1808.44,0.0409,Returned,West,,
ORD-00494,CUST-585,PROD-147,LOC-020,REP-013,19-Nov-2023,2023-11-20,50,411,14911.39,7610.52,0.2759,Completed,Central,,
ORD-03174,CUST-437,PROD-171,LOC-051,REP-001,24-Jun-2023,06-Jul-2023,14,146,1632.45,827.91,0.202,Completed,North,,
ORD-01348,CUST-908,PROD-095,LOC-009,REP-023,06-Jul-2023,2023-07-14,2,485,603.13,377.99,0.3786,Returned,North,,
ORD-03019,CUST-483,PROD-001,LOC-089,REP-066,10-Sep-2024,12-Sep-2024,40,280,10041.68,4095.88,0.1047,Completed,,,
ORD-04992,CUST-395,PROD-087,LOC-029,REP-046,03/18/2024,2024-03-28,6,151,782.65,499.38,0.1416,Returned,South,,
ORD-03231,CUST-986,PROD-121,,,06-Dec-2023,07-Dec-2023,16,129,1770.71,1100.69,,Completed,,,
ORD-03549,CUST-390,PROD-123,LOC-018,REP-040,04/23/2024,2024-05-06,44,119,4165.78,2974.57,0.2105,Completed,North,,
ORD-03939,CUST-499,PROD-116,LOC-031,REP-053,2024-10-01,09-Oct-2024,42,$284.02,11147.5,4798.04,0.0655,Completed,Central,,
ORD-03795,CUST-895,PROD-057,,,2023-03-16,03/17/2023,27,$197.49,4283.91,2646.34,,Completed,,,
ORD-00688,CUST-708,PROD-172,LOC-031,REP-033,11/12/2023,11/13/2023,42,$483.57,15388.84,11335.25,0.2423,Pending,North,,
ORD-04067,CUST-115,PROD-095,,,06/04/2023,05-Jun-2023,39,130,5001.45,3188.76,,Returned,,,
ORD-03998,CUST-034,PROD-178,LOC-085,REP-024,2023-06-26,2023-07-08,1,222,180.29,83.03,0.1883,Completed,East,CUST-9014,
ORD-01609,CUST-247,PROD-151,LOC-099,REP-040,08-Aug-2024,14-Aug-2024,49,64.49,2094.14,1488.7,0.3373,Completed,South,,
ORD-04542,C620,PROD-159,LOC-098,REP-050,2024-07-04,14-Jul-2024,47,84.19,3060.69,1279.03,0.2265,Completed,North,,
ORD-03711,CUST-524,PROD-039,LOC-048,REP-051,2024-08-24,30-Aug-2024,27,$492.16,12293.02,6199.61,0.0749,Completed,North,,
ORD-01010,CUST-346,PROD-166,LOC-003,REP-009,17-Apr-2024,2024-04-22,9,$421.61,3183.2,2413.92,0.1611,Returned,North,,
ORD-02409,CUST-061,PROD-121,LOC-089,REP-022,2024-12-12,12/20/2024,6,19,115.75,83.64,0.0092,Completed,West,,
ORD-01093,CUST-733,PROD-200,LOC-095,REP-066,2023-02-15,20-Feb-2023,10,456,4517.25,2907.37,0.0102,Returned,Central,,
ORD-01328,CUST-359,PROD-119,LOC-026,REP-008,22-Nov-2023,2023-11-23,37,12,417.91,310.84,0.0611,Completed,South,,
ORD-04851,CUST-304,PROD-156,LOC-014,REP-054,2023-10-24,10/28/2023,29,$334.98,6846.72,3278.49,0.2952,Pending,South,,
ORD-01678,CUST-366,PROD-048,LOC-031,REP-069,2024-03-24,30-Mar-2024,44,109.24,3383.82,2307.7,0.296,Completed,Central,,
ORD-02000,CUST-144,PROD-183,LOC-041,REP-013,30-Dec-2024,10-Jan-2025,21,279.30,5464.11,3463.06,0.0684,Completed,East,,
ORD-01311,CUST-628,PROD-087,LOC-059,REP-071,2023-12-24,01/04/2024,12,297,3326.33,1463.21,0.067,Completed,South,,
ORD-03484,CUST-524,PROD-015,LOC-089,REP-027,02/02/2023,05-Feb-2023,13,$71.12,796.14,436.42,0.1389,Completed,East,,
ORD-03327,CUST-792,PROD-116,LOC-056,REP-052,06/29/2024,2024-07-09,14,266.47,3307.91,2565.78,0.1133,Completed,West,,
ORD-03552,CUST-381,PROD-035,LOC-090,REP-038,2024-11-15,11/16/2024,26,180,3741.76,1980.71,0.2007,Completed,East,,
ORD-01988,CUST-397,PROD-075,LOC-013,REP-072,2024-08-29,2024-09-12,50,300,11138.9,4532.59,0.258,Cancelled,East,,
ORD-03976,CUST-969,PROD-011,LOC-087,REP-029,14-Nov-2023,2023-11-24,20,$313.79,5442.37,3590.06,0.1328,Pending,Central,CUST-9868,
ORD-00345,CUST-575,PROD-166,LOC-077,REP-037,11/06/2023,17-Nov-2023,34,413.03,11811.58,5208.02,0.1589,Completed,East,,
ORD-04360,C485,PROD-163,,,2023-02-03,02/11/2023,22,64.39,859.58,542.69,0.3932,Completed,,,
ORD-00987,CUST-360,PROD-119,LOC-053,REP-051,03/06/2024,03/10/2024,15,389.56,4554.35,2030.33,0.2206,Returned,North,,
ORD-00588,CUST-224,PROD-158,LOC-083,REP-014,03/13/2023,03/21/2023,13,$307.10,3707.25,2212.57,0.0714,Completed,West,,
ORD-02792,CUST-580,PROD-149,LOC-002,REP-029,07/10/2024,07/14/2024,13,$47.96,541.06,327.5,0.1322,Pending,West,,
ORD-04490,CUST-669,PROD-160,LOC-096,REP-001,03-Oct-2023,2023-10-04,44,$241.44,7922.9,4988.76,0.2542,Completed,Central,,
ORD-04454,CUST-753,PROD-196,LOC-068,REP-053,04/05/2023,04/18/2023,31,$389.96,11764.78,6603.6,0.0268,Completed,West,,
ord-02191,CUST-587,PROD-066,LOC-058,REP-073,2024-05-23,05/26/2024,15,$137.99,1715.08,916.02,0.1714,Completed,West,,
ORD-03412,CUST-884,PROD-030,LOC-083,REP-014,2024-12-21,27-Dec-2024,12,$370.17,3901.89,1839.01,0.1216,Completed,Central,,
ORD-04695,CUST-368,PROD-016,LOC-066,REP-029,24-Sep-2024,25-Sep-2024,19,$354.21,4856.36,2945.65,0.2784,Cancelled,North,,
ORD-01143,CUST-157,PROD-027,LOC-094,REP-028,2024-10-01,2024-10-14,26,467,9427.01,6190.15,0.2244,Completed,Central,,
ORD-02359,CUST-589,PROD-076,LOC-004,REP-030,16-Oct-2024,2024-10-21,50,$315.64,13526.75,8183.02,0.1429,Completed,West,,
ORD-03265,CUST-787,PROD-126,LOC-060,REP-001,04/17/2023,04/28/2023,49,324,13601.04,9150.91,0.1448,Pending,South,,
ORD-01199,CUST-410,PROD-074,LOC-001,REP-069,19-Aug-2023,09/02/2023,26,$249.94,5292.33,3865.81,0.1856,Completed,South,,
ORD-00086,CUST-467,PROD-083,LOC-025,REP-031,2024-11-06,2024-11-14,10,226,1822.56,971.38,0.1937,Pending,West,,
ORD-01519,CUST-326,PROD-032,LOC-024,REP-074,2023-05-21,2023-05-30,39,301.78,11298.64,5031.85,0.04,Cancelled,East,,
ORD-00517,CUST-621,PROD-146,LOC-079,REP-030,05-Jun-2023,2023-06-18,13,57,696.47,491.0,0.0739,Pending,East,,
ORD-01382,CUST-283,PROD-051,LOC-091,REP-059,2024-10-02,10/09/2024,36,$82.70,2448.15,1286.83,0.1777,Cancelled,West,,
ORD-02717,C906,PROD-023,LOC-013,REP-025,03-Feb-2024,02/14/2024,4,211,801.77,618.16,0.0512,Returned,North,,
ORD-03362,CUST-622,PROD-057,LOC-025,REP-037,30-Oct-2024,2024-11-01,21,356.50,5856.69,2419.46,0.2177,Completed,North,,
ORD-01015,CUST-772,PROD-150,LOC-053,REP-058,2023-10-04,16-Oct-2023,11,462.80,3902.61,1748.22,0.2334,Completed,South,,
ORD-00129,CUST-250,PROD-112,LOC-076,REP-052,29-Nov-2023,02-Dec-2023,40,232.75,6742.3,3672.81,0.2758,Completed,North,,
ORD-01365,CUST-367,PROD-191,LOC-062,REP-048,15-Dec-2024,12/26/2024,39,340.71,12936.89,6532.81,0.0264,Returned,West,,
ORD-04061,CUST-182,PROD-190,LOC-063,REP-066,2023-04-03,13-Apr-2023,23,431,9787.06,6616.04,0.0141,Pending,West,,
ORD-04461,CUST-826,PROD-077,LOC-002,REP-035,2023-02-09,2023-02-11,39,$88.86,3162.65,1378.25,0.0874,Returned,South,,
ORD-03407,CUST-266,PROD-162,LOC-098,REP-011,02/22/2023,2023-03-02,37,$497.63,15779.35,8780.78,0.143,Completed,North,CUST-9492,
ORD-00892,CUST-222,PROD-152,LOC-046,REP-036,08/31/2023,01-Sep-2023,13,75.13,642.27,312.2,0.3424,Completed,Central,,
ORD-02794,CUST-932,PROD-179,LOC-049,REP-001,2023-12-20,12/27/2023,0,$228.69,7374.7,4640.54,0.0228,Completed,East,,
ORD-04383,CUST-967,PROD-030,LOC-040,REP-032,2024-05-11,05/16/2024,49,156.74,4804.0,2454.55,0.3745,Returned,Central,,
ORD-01360,CUST-190,PROD-130,LOC-001,REP-011,09/11/2024,23-Sep-2024,12,237,2014.05,1282.4,0.2926,Returned,West,,
ORD-00308,CUST-801,PROD-125,LOC-045,REP-073,13-Sep-2023,2023-09-24,35,$398.45,8426.02,6005.78,0.3958,Completed,Central,,
ORD-01662,CUST-295,PROD-054,LOC-009,REP-068,06/03/2023,15-Jun-2023,1,$69.22,45.8,36.36,0.3384,Pending,East,,
ORD-02432,CUST-612,PROD-181,LOC-079,REP-036,2024-10-10,2024-10-16,19,$245.85,3160.03,2444.9,0.3235,Completed,Central,,
ORD-04513,CUST-281,PROD-108,LOC-095,REP-040,03/16/2023,17-Mar-2023,29,$383.59,6959.24,4270.56,0.3744,Completed,West,,
ORD-01318,C933,PROD-055,LOC-013,REP-059,12/01/2024,15-Dec-2024,0,$370.58,8201.38,3865.44,0.2096,Completed,North,,
ORD-04481,CUST-609,PROD-063,,,29-Jan-2024,11-Feb-2024,23,367,6964.93,4712.31,0.177,Returned,,,
ORD-03250,CUST-360,PROD-026,LOC-020,REP-034,08/15/2024,08/24/2024,6,$60.67,288.19,150.93,0.2083,Returned,West,CUST-9810,
ORD-02475,CUST-645,PROD-123,LOC-081,REP-055,03/12/2023,2023-03-23,8,$198.44,1190.0,799.56,0.2504,Completed,West,,
ORD-02543,CUST-901,PROD-199,LOC-082,REP-021,03/18/2024,2026-07-15,34,$453.50,11306.75,4633.84,0.2667,Pending,West,,
ord-04715,CUST-921,PROD-184,LOC-031,REP-071,10/05/2023,2023-10-16,42,$390.23,14916.23,6750.81,0.0899,Completed,West,,
ORD-01247,CUST-791,PROD-091,LOC-004,REP-018,19-Nov-2023,23-Nov-2023,43,$108.36,4094.75,2332.83,0.1212,Completed,South,,
ORD-03977,CUST-372,PROD-084,LOC-099,REP-066,11/02/2024,2024-11-09,14,283.40,3327.23,1979.35,0.1614,Returned,East,,
ORD-01209,CUST-216,PROD-068,LOC-013,REP-043,04/25/2023,05/07/2023,11,186,1511.96,690.63,0.2626,Completed,West,,
ORD-00217,CUST-049,PROD-089,LOC-083,REP-049,2023-03-04,13-Mar-2023,38,440,10634.99,6916.97,0.3646,Completed,West,,
ORD-04598,CUST-225,PROD-086,LOC-047,REP-046,18-May-2024,05/19/2024,49,190,7220.95,5495.37,0.225,Cancelled,South,,
ORD-03337,CUST-987,PROD-084,LOC-064,REP-065,2023-02-24,03/03/2023,44,357.59,14451.64,8171.96,0.0815,Returned,Central,,
ORD-01240,CUST-589,PROD-086,LOC-082,REP-009,02-Aug-2024,2024-08-09,3,480.10,937.35,497.57,0.3492,Completed,East,,
ORD-02290,CUST-707,PROD-181,LOC-078,REP-062,31-Jul-2024,08/03/2024,11,17.64,166.1,98.92,0.144,Completed,South,,
ORD-02741,CUST-937,PROD-041,LOC-050,REP-024,2024-07-24,2024-07-28,2,338.42,553.93,415.39,0.1816,Completed,North,,
ORD-00276,CUST-881,PROD-109,LOC-089,REP-017,05/16/2023,05/26/2023,15,262.12,3231.94,1303.2,0.178,Completed,North,,
ORD-00490,CUST-412,PROD-130,LOC-044,REP-021,01/02/2024,2024-01-13,30,$352.76,8775.26,3875.51,0.1708,Pending,Central,,
ORD-01036,CUST-993,PROD-003,LOC-064,REP-019,2024-09-19,2024-09-21,28,398.69,8632.6,6189.66,0.2267,Completed,North,,
ORD-01230,CUST-781,PROD-107,LOC-001,REP-052,11/10/2023,2023-11-16,47,$180.20,5944.67,3447.21,0.2981,Completed,West,,
ORD-04773,CUST-717,PROD-129,LOC-063,REP-024,03/22/2024,2024-03-31,15,$201.64,2623.84,1517.22,0.1325,Completed,North,,
ORD-01009,CUST-019,PROD-165,LOC-074,REP-001,03-May-2023,05-May-2023,29,89.71,2261.56,1250.97,0.1307,Completed,East,,
ORD-04902,CUST-026,PROD-099,LOC-092,REP-062,05/22/2023,05/31/2023,25,309.78,5840.13,2886.32,0.2459,Cancelled,North,,
ORD-03405,CUST-283,PROD-099,LOC-050,REP-008,2023-10-19,10/20/2023,32,419,12963.99,7492.27,0.0333,Pending,South,,
ORD-03468,CUST-844,PROD-128,LOC-008,REP-034,18-Jun-2024,2024-06-25,17,475.76,7605.88,4360.92,0.0596,Pending,East,,
ORD-02533,CUST-059,PROD-185,LOC-005,REP-007,26-Jan-2024,05-Feb-2024,46,382.50,11283.67,8177.61,0.3587,Completed,North,,
ORD-04343,CUST-095,PROD-021,LOC-069,REP-041,11/12/2023,11/15/2023,46,126,5471.57,4062.13,0.0562,Completed,Central,,
ORD-01059,CUST-257,PROD-030,LOC-005,REP-010,04/18/2023,04/21/2023,47,446.77,14650.44,8321.78,0.3023,Completed,Central,,
ORD-02167,CUST-881,PROD-085,LOC-046,REP-002,2023-11-19,2023-12-03,9,138,1154.51,787.45,0.0764,Completed,South,,
ORD-04271,CUST-629,PROD-180,LOC-001,REP-043,30-Nov-2023,2023-12-04,0,449.25,14507.99,9573.33,0.0214,Completed,North,,
ORD-03679,CUST-449,PROD-001,LOC-008,REP-072,31-Jul-2024,08/10/2024,4,$75.39,202.65,134.95,0.328,Completed,North,,
ORD-00282,CUST-957,PROD-082,LOC-017,REP-050,26-Apr-2023,04/30/2023,32,320,9975.61,7536.47,0.0284,Completed,East,,
ORD-04018,CUST-293,PROD-132,LOC-042,REP-058,2023-07-01,08-Jul-2023,3,$243.78,546.31,433.76,0.253,Cancelled,West,,
ORD-01317,CUST-193,PROD-091,LOC-069,REP-007,07/09/2024,12-Jul-2024,42,$160.26,6601.69,2714.52,0.0192,Cancelled,West,,
ord-03063,CUST-945,PROD-006,LOC-040,REP-021,14-Aug-2023,2023-08-26,41,$336.25,13088.67,8118.91,0.0506,Returned,West,,
ORD-00969,CUST-500,PROD-011,LOC-047,REP-037,2023-09-22,2023-09-30,17,382,5356.5,4122.71,0.1768,Cancelled,Central,,
ORD-03409,CUST-197,PROD-056,LOC-087,REP-026,03/22/2024,03/27/2024,43,$415.85,14099.6,11021.77,0.2115,Completed,North,,
ORD-01940,CUST-633,PROD-065,LOC-089,REP-046,12/11/2024,2024-12-12,41,466,14552.65,7873.11,0.2393,Completed,Central,,
ORD-03928,CUST-951,PROD-058,LOC-031,REP-046,06-Jan-2023,2023-01-19,43,79,3233.46,2299.96,0.0591,Pending,Central,,
ORD-03834,CUST-320,PROD-199,LOC-006,REP-057,31-Mar-2024,04/06/2024,27,27,667.76,497.2,0.0954,Completed,West,,
ORD-00620,CUST-722,PROD-018,LOC-072,REP-027,22-Feb-2023,24-Feb-2023,25,185,3497.63,1910.51,0.2477,Completed,Central,,
ORD-03528,CUST-481,PROD-054,LOC-044,REP-064,02/21/2023,03/07/2023,50,389,12006.76,8012.02,0.384,Cancelled,South,,
ORD-01743,CUST-594,PROD-067,LOC-042,REP-048,09-Feb-2024,02/13/2024,27,$160.62,3624.21,2478.03,0.1643,Completed,Central,,
ORD-01391,CUST-156,PROD-138,LOC-001,REP-037,12/24/2023,05-Jan-2024,6,292.88,1498.61,1138.09,0.1472,Completed,South,,
ORD-04246,CUST-643,PROD-035,LOC-078,REP-064,20-Feb-2023,05-Mar-2023,7,$202.69,884.5,611.56,0.3766,Completed,South,,
ORD-01848,CUST-635,PROD-100,LOC-051,REP-021,12-Aug-2023,08/14/2023,2,135.52,179.73,125.23,0.3369,Returned,North,,
ORD-01580,CUST-622,PROD-051,LOC-031,REP-012,2023-04-07,2023-04-19,39,230.10,7299.37,5485.03,0.1866,Completed,North,,
ORD-01656,CUST-807,PROD-183,LOC-079,REP-037,2024-11-16,21-Nov-2024,35,317,7864.95,4473.47,0.2932,Completed,East,,
ORD-02353,CUST-103,PROD-083,LOC-043,REP-044,2024-03-28,01-Apr-2024,48,55,2471.76,1785.0,0.0683,Returned,South,,
ORD-02213,CUST-614,PROD-046,LOC-009,REP-044,04/26/2023,05/01/2023,23,388.67,6756.41,3833.71,0.2442,Completed,West,,
ORD-03276,CUST-470,PROD-054,LOC-008,REP-036,07-Nov-2023,19-Nov-2023,34,$26.24,564.29,408.87,0.3675,Completed,South,,
ORD-02021,CUST-673,PROD-185,LOC-074,REP-022,07/05/2024,2024-07-07,18,472,7366.46,2980.05,0.1346,Returned,Central,,
ord-00740,CUST-432,PROD-059,LOC-018,REP-055,2023-03-29,2023-04-03,24,359.02,7186.14,4683.75,0.166,Completed,Central,,
ORD-01957,CUST-251,PROD-081,LOC-067,REP-042,2024-02-02,2024-02-05,37,464,10890.22,6524.67,0.3662,Pending,West,,
ORD-03903,CUST-898,PROD-185,LOC-089,REP-051,11-Jun-2024,2024-06-23,31,450,12443.23,8257.12,0.1092,Completed,East,,
ORD-03193,CUST-623,PROD-146,LOC-099,REP-075,04/05/2023,2023-04-11,36,$32.13,810.72,536.4,0.2991,Completed,East,,
ORD-01308,CUST-194,PROD-163,LOC-080,REP-064,2023-12-01,2023-12-08,20,18,238.45,149.11,0.3621,Returned,South,CUST-9646,
ORD-02004,C342,PROD-060,LOC-063,REP-066,20-Dec-2024,2025-01-02,37,232.43,7705.52,5694.09,0.104,Pending,North,,
ORD-04924,CUST-332,PROD-185,,,09/29/2023,2023-10-11,25,489.64,7938.29,3602.13,,Completed,,,
ORD-00576,CUST-932,PROD-152,LOC-095,REP-020,09/16/2023,19-Sep-2023,40,$144.08,3785.85,1535.85,0.3431,Completed,South,,
ORD-02361,CUST-724,PROD-042,LOC-077,REP-019,2024-05-25,2024-06-03,43,108,4427.45,2802.21,0.0476,Completed,West,,
ORD-04377,CUST-331,PROD-175,LOC-043,REP-019,12/19/2023,12/30/2023,22,$383.53,8076.53,4000.85,0.0428,Pending,South,,
ORD-04624,CUST-717,PROD-048,LOC-045,REP-062,08/16/2024,08/27/2024,48,$137.64,5122.85,2789.72,0.2246,Completed,Central,,
ORD-01707,CUST-774,PROD-018,LOC-015,REP-007,02/28/2023,03/05/2023,26,210.33,5249.29,4126.11,0.0401,Pending,North,,
ORD-04079,CUST-063,PROD-172,LOC-033,REP-074,27-Oct-2024,11/04/2024,48,402,15134.8,6633.39,0.2175,Pending,West,,
ORD-03348,CUST-868,PROD-034,,,01-Nov-2024,11/14/2024,19,292.29,3850.8,2097.68,,Completed,,,
ORD-03916,CUST-017,PROD-016,LOC-084,REP-051,08/20/2024,26-Aug-2024,5,316.63,1053.27,586.99,0.3347,Cancelled,South,,
ORD-01281,CUST-385,PROD-156,LOC-067,REP-049,2024-11-12,17-Nov-2024,7,$498.66,2336.97,1390.84,0.3305,Pending,Central,,
ORD-00862,CUST-027,PROD-155,LOC-016,REP-068,31-Dec-2023,14-Jan-2024,22,$404.10,8879.53,6643.81,0.0012,Completed,South,,
ORD-04319,C194,PROD-188,LOC-096,REP-058,06/13/2023,06/22/2023,25,97,1723.94,1049.24,0.2939,Pending,Central,,
ORD-01802,CUST-424,PROD-188,LOC-012,REP-066,2024-08-09,2024-08-13,27,175,3611.91,1847.89,0.2381,Completed,North,CUST-9866,
ORD-01629,C087,PROD-169,LOC-022,REP-024,14-Jun-2024,2024-06-27,10,$430.75,4280.79,3021.44,0.0062,Completed,South,,
ORD-01994,CUST-242,PROD-056,LOC-082,REP-038,11/19/2023,2023-11-26,50,93.24,2910.95,1374.9,0.3756,Pending,East,,
ORD-02640,CUST-292,PROD-027,LOC-040,REP-064,2024-03-12,23-Mar-2024,5,490,2042.0,1040.57,0.1666,Pending,Central,,
ORD-00270,CUST-712,PROD-095,LOC-059,REP-063,01/20/2024,01/28/2024,5,318,1032.27,451.35,0.3521,Completed,East,,
ORD-00630,CUST-353,PROD-038,LOC-048,REP-058,2023-11-21,2023-12-01,9,223,1712.01,825.3,0.1479,Pending,East,,
ORD-03082,CUST-900,PROD-074,LOC-002,REP-023,2024-01-07,01/18/2024,16,$90.29,903.04,645.05,0.3749,Pending,East,,
ORD-02335,CUST-755,PROD-165,LOC-047,REP-071,07-Aug-2024,2024-08-14,11,$126.12,961.97,449.55,0.3066,Returned,North,,
ORD-04941,CUST-113,PROD-086,LOC-100,REP-061,28-Jan-2023,2023-02-07,49,$434.66,18184.52,11538.86,0.1462,Pending,Central,,
ORD-02967,CUST-008,PROD-181,LOC-098,REP-061,01-Sep-2023,2023-09-02,17,454,6620.66,5038.08,0.1435,Returned,Central,,
ORD-00301,CUST-856,PROD-084,LOC-019,REP-012,03-May-2023,05-May-2023,11,404.76,3910.51,2666.51,0.1217,Pending,South,CUST-9820,
ORD-00460,CUST-766,PROD-151,LOC-067,REP-058,12/28/2024,02-Jan-2025,39,324.10,11268.47,6512.72,0.1085,Returned,East,,
ORD-01448,CUST-024,PROD-142,LOC-075,REP-041,14-Aug-2023,2023-08-24,39,287,10014.73,6219.61,0.1067,Returned,South,,
ORD-01473,CUST-637,PROD-084,LOC-037,REP-048,12-Aug-2023,23-Aug-2023,34,$188.78,5267.68,2810.92,0.1793,Pending,East,,
ORD-02047,CUST-317,PROD-026,LOC-082,REP-019,2023-10-05,2023-10-11,50,123.90,4830.24,2077.55,0.2203,Pending,Central,,
ORD-04403,CUST-077,PROD-094,LOC-045,REP-027,10/26/2024,2024-10-29,45,84,3074.78,2085.43,0.195,Completed,Central,,
ORD-04101,CUST-455,PROD-109,LOC-008,REP-011,20-Jan-2023,25-Jan-2023,36,292,9934.61,5094.55,0.0568,Completed,East,,
ORD-03910,CUST-378,PROD-100,LOC-055,REP-065,2024-04-30,05/03/2024,48,49,2266.76,1755.14,0.0479,Completed,South,,
ORD-02114,CUST-988,PROD-048,LOC-021,REP-016,23-Jun-2023,2023-07-04,17,$336.22,5045.28,3629.38,0.1173,Completed,West,,
ORD-00028,CUST-721,PROD-078,LOC-079,REP-068,29-Sep-2023,10/02/2023,23,441.03,6576.15,3602.49,0.3517,Completed,Central,,
ORD-02041,CUST-779,PROD-134,LOC-009,REP-065,2023-10-05,2023-10-18,47,384,17795.33,9289.64,0.014,Completed,Central,,
ORD-04710,CUST-253,PROD-155,LOC-058,REP-047,11/21/2024,2024-12-05,17,11.87,138.91,88.02,0.3116,Cancelled,Central,,
ORD-03875,C502,PROD-065,LOC-042,REP-070,2023-04-07,04/10/2023,27,53,1327.95,991.4,0.087,Completed,East,,
ORD-00838,CUST-022,PROD-158,LOC-098,REP-016,04-Apr-2024,2024-04-11,33,322,9640.48,6121.58,0.093,Cancelled,South,,
ORD-00130,C523,PROD-163,LOC-015,REP-068,2024-06-20,06/22/2024,26,$435.91,7952.83,3885.98,0.2983,Pending,North,,
ORD-03671,CUST-866,PROD-021,LOC-022,REP-012,05-Aug-2023,11-Aug-2023,20,$339.87,4330.62,2412.67,0.3629,Returned,,,
ORD-02009,CUST-509,PROD-023,LOC-095,REP-062,2024-06-08,06/18/2024,7,181.34,921.32,437.81,0.2742,Completed,West,,
ord-00767,CUST-568,PROD-151,LOC-087,REP-013,20-Jul-2024,27-Jul-2024,5,244,1023.9,505.29,0.163,Returned,East,,
ORD-00504,CUST-160,PROD-194,LOC-094,REP-011,2024-09-23,10/07/2024,29,313,7489.1,5764.25,0.1762,Completed,East,,
ORD-03495,CUST-471,PROD-143,LOC-074,REP-046,2023-11-01,11/05/2023,44,$319.14,11185.98,6851.03,0.2034,Cancelled,South,,
ORD-04482,C362,PROD-196,LOC-057,REP-071,24-Oct-2023,10/28/2023,5,19,71.23,30.76,0.2728,Completed,Central,,
ORD-00381,CUST-567,PROD-111,LOC-075,REP-062,2024-04-06,14-Apr-2024,43,296.71,10185.13,8000.85,0.2017,Completed,North,,
ORD-01852,CUST-735,PROD-058,LOC-073,REP-054,11/02/2024,11/03/2024,29,482.83,11809.35,5651.23,0.1566,Completed,South,,
ORD-01526,CUST-998,PROD-152,LOC-053,REP-075,03/16/2024,03/20/2024,40,335,12372.26,7560.84,0.077,Completed,West,,
ORD-02366,CUST-118,PROD-109,LOC-009,REP-057,2024-07-11,2024-07-16,42,45.75,1439.59,730.01,0.2508,Cancelled,Central,,
ORD-03521,CUST-926,PROD-074,LOC-014,REP-055,05/13/2024,2024-05-20,17,332.89,3556.2,2282.76,0.3716,Completed,Central,CUST-9171,
ORD-03053,CUST-078,PROD-044,LOC-085,REP-067,03/23/2023,04/01/2023,2,$86.80,114.26,76.81,0.3418,Completed,South,,
ORD-02885,CUST-580,PROD-165,LOC-053,REP-041,2024-09-25,29-Sep-2024,2,248.40,303.3,155.04,0.3895,Completed,Central,,
ORD-02341,CUST-643,PROD-164,LOC-058,REP-008,26-Dec-2024,2025-01-09,49,489,20944.91,10662.91,0.1265,Pending,Central,,
ORD-00375,CUST-459,PROD-023,LOC-064,REP-058,2023-08-17,26-Aug-2023,42,192,5440.84,2347.9,0.3268,Completed,Central,,
ORD-03691,CUST-708,PROD-064,LOC-025,REP-011,2023-11-19,11/25/2023,14,121.34,1665.29,1077.95,0.0197,Pending,South,,
ORD-02382,CUST-539,PROD-133,LOC-060,REP-041,08/17/2024,08/31/2024,13,$78.66,984.64,496.54,0.0371,Pending,West,,
ORD-04487,CUST-681,PROD-034,LOC-005,REP-063,02-Apr-2024,04/08/2024,34,228.74,6756.02,4849.93,0.1313,Completed,North,,
ORD-00940,CUST-754,PROD-087,LOC-091,REP-011,10/02/2023,05-Oct-2023,41,$301.82,8451.87,3412.51,0.317,Pending,Central,,
ORD-04991,CUST-507,PROD-097,LOC-029,REP-010,08/12/2024,2024-08-15,21,144.27,1951.11,1087.4,0.356,Cancelled,East,,
ORD-04846,CUST-088,PROD-055,LOC-018,REP-001,2024-02-20,27-Feb-2024,48,155,4610.85,1965.51,0.3838,Pending,Central,,
ORD-04339,CUST-481,PROD-146,LOC-063,REP-043,2023-02-26,11-Mar-2023,20,120.30,1547.54,1051.35,0.3568,Completed,Central,,
ORD-02800,CUST-555,PROD-024,LOC-045,REP-050,2023-02-14,24-Feb-2023,20,351.95,4270.56,2947.3,0.3933,Completed,North,,
ORD-02148,C267,PROD-016,LOC-021,REP-045,2024-03-19,03/23/2024,36,$7.64,250.59,156.65,0.0889,Pending,East,,
ORD-04679,CUST-229,PROD-152,LOC-037,REP-052,30-Jul-2024,07/31/2024,32,440.62,12629.23,6394.74,0.1043,Completed,East,,
ORD-04728,CUST-843,PROD-007,LOC-056,REP-059,26-Apr-2023,05/10/2023,37,169,5170.42,3685.86,0.1778,Cancelled,West,,
ORD-04391,CUST-733,PROD-031,LOC-056,REP-072,2023-03-10,2023-03-14,5,$265.14,1186.37,610.86,0.1051,Completed,West,,
